text,rating,movie,label
"Catching up on alot of movies through Netflix... [b]Unfaithful:[/b] Overrated and nothing new. An interesting performance by Diane Lane but not nearly an Oscar-caliber performance. [b]Winged Migration:[/b] Spectacular photography ... I just wish I saw it on an IMAX screen. However, it gets a bit tiring after the first 30 minutes. [b]21 Grams:[/b] I seemed to really like it as I was watching it and trying to assemble the hopscotch timeline, but for some reason it doesn't stick in my memory several days after I watched it. ... i.e. not memorable. [b]Rififi:[/b] The original heist movie ... but every heist movie subsequent to the original has improved on the original formula. It was probably ill-advised, but I went out clubbing last night... after a full day of rigorous house-cleaning (particularly tough right now), I was eager to get outdoors. Despite a rainy night, it seems like I wasn't the only one. Nearly everyone seemed to have gone out clubbing that night... [url=""http://swang.jilted.cn/gallery/20060226/CIMG3285""][img]http://swang.jilted.cn/gallery/albums/20060226/CIMG3285.thumb.jpg[/img][/url] The birthday girl, Jenn, at Swig... It didn't occur to me until last night, but Jenn's friend Virginia looks an awful like my friend Xiao Bai in Guilin. Could they be sisters??? [url=""http://swang.jilted.cn/gallery/20060226/CIMG3286""][img]http://swang.jilted.cn/gallery/albums/20060226/CIMG3286.thumb.jpg[/img][/url] [url=""http://swang.jilted.cn/gallery/200409/CIMG0504""][img]http://swang.jilted.cn/gallery/albums/200409/CIMG0504.thumb.jpg[/img][/url] Virginia on the left photo... Xiao Bai on the right photo... Afterwards, we went to Space 550 where it appears that everyone happened to be including: [url=""http://swang.jilted.cn/gallery/20060226/CIMG3292""][img]http://swang.jilted.cn/gallery/albums/20060226/CIMG3292.thumb.jpg[/img][/url] Mabel, Annie, Patrick, and Judy [url=""http://swang.jilted.cn/gallery/20060226/CIMG3296""][img]http://swang.jilted.cn/gallery/albums/20060226/CIMG3296.thumb.jpg[/img][/url] Jen and Amy (and Betty wandering around somewhere else)... Seems like everyone showed up which is just the kind of outing I like to have. The new Space 550 looks an awful like the old Space 550. A couple of decorative lights to make the place look a little fancier, but the layout is still the same. I had fun... Now it's time for the Oscars... Still need to get a good party favor for the winner of the Oscar pool...",3.5,winged_migration,positive
The most gorgeous nature film I have ever seen.,5.0,winged_migration,positive
"Birds are happy twice - first, they are free like nobody else, and second, nobody imagine that they are interesting in those depth wise French-style narrations.",3.5,winged_migration,positive
One of the most beautiful movies I've ever seen.,5.0,winged_migration,positive
"I liked the themes of teamwork, courage, and taking chances. It was funny, although my 8 and 10-year-old laughed less. It was also very inventive and creative. I am not sure it's going to go down in our family history as one of our favorite movies, but we enjoyed it, hopefully took some thoughtful ideas away, and spent an easy afternoon together. The actors were all perfect and the characters were fun.",4.5,migration_2023,positive
a great sequel although there be many - this is by far the best iodine ' ve seen,3.0,augmented,neutral
"I was disappointed with this movie, and I ' m sad that I was disappointed; after all, information technology ' s about one of the greatest joys in life time. There was nothing about songbirds, there was no integration of information about why birds migrate. But One refuse to give it less than deuce genius because you ' re watch over beautiful birds soar thousands of miles across empurpled skies.",1.0,augmented,negative
"I enjoyed Microcosmos, not so much for narration or non, just how risible it was and sensual with the matching of insect movement, behavior and poetry in their activities. This movie is more cut and dry, a bit too formal for my liking. Each bird species was identified, but often not long did the camera linger to project what it did once it landed. I would sustain liked more poetry in this, and less of a touch sensation of a study of birds, to keep the audience interested.",3.0,augmented,neutral
"In terms of cinematography this film is stunning. Some of the shots they captured were simply out of this earth. However, in terms of a documentary I felt information technology was lacking. When it came to inform us about the species of bird we were seeing and the details about their migration a French man would aver something pointlessly and slightly pretensious every 20 minutes beaver state so. What could have been a really astonishing nature documentary really missed the mark in my opinion. Amazing photograpghy and loads of new age music will only get you so far. ..",3.0,augmented,neutral
I loooove the Land Before time...all of them...,3.0,land_before_time_x_the_great_longneck_migration,neutral
"Winged Migration (2001): ""No more food. Time to leave."" - Philippe Labro French directors Cluzaud, Debat, and Perrin collaborate on this 2001 Oscar-nominated documentary that traces migration from a bird's perspective. The film uses footage shot over four years and all seven continents using trained birds, ultralights, paragliders, hot air balloons, trucks, motorcycles, power boats, robots, and a French Navy warship. With a minimum of narration and avoiding special effects, the documentary delivers astounding cinematography and a powerful musical score by Bruno Coulais.",4.0,winged_migration,positive
This movie makes me cry it is so good. Even my grandparents like it. One of my very favorites.,5.0,winged_migration,positive
"A family of ducks lives on a pond in a New England forest. Unlike most ducks, they are happy and content just living within the confines of their pond. The kids, Dax and Gwen, want to migrate to Jamaica, but their overprotective father (Mack) will not even let them outside the pond. However after a flock of migrating ducks invites them to join them, Mack says no only is finally persuaded by his wife Pam and Uncle and they begin their flying to Jamaica. Well they get lost in a rainstorm and go in the wrong direction and end up in New York City. They meet a pigeon named Chump and she leads them to a her friend, Delroy, a Scarlet Macaw from Jamaica. Delroy has been caged by a ruthless superior chef whose specialty is Duck a L orange. They manage to free Delroy, who joins them as their guide. But the evil chief is after them. He wants his precious Macaw back and he wants the duck family for dinner. "" He ' s like a predator, but instead of eating you, he serves you to a bunch of lazier predatory animal "" - Chump Migration is a OK film. The narrative is predictable and plays more like a TV series. It does have a few laughs and Awkwafina is always good. Nothing special, but a mildly entertainingly family film. Cast - Elizabeth Banks, Awkwafina, Kumail Nanjiani, Keegan - Michael Key, Danny DeVito.",3.0,augmented,neutral
